name,club,Position,Appearances,Goals,Shots,Assists,Passes,Crosses,Fouls,Offsides,Tackles,Interceptions,Clearances,Headed Clearance,Recoveries,Successful 50/50s,Headed goals,Shots on target,Big chances missed,Big chances created,Yellow cards,Red cards,Blocked shots,Tackle success %,Last man tackles,Errors leading to goal,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Cross accuracy %,Accurate long balls,age,height_cm,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,player_url,gpg,crosspg,ppg,apg,bspg,fpg,opg,tpg,ipg,clearpg,rpg,ffpg,bcpg,lbpg,aerial_win,duel_win,shot_accuracy,chances_missed
"frozenset({'van', 'Aanholt', 'Patrick'})",Crystal Palace,Defender,127,14,,11,4044,256.0,73,17.0,259.0,242.0,319.0,120.0,741.0,150.0,0.0,,,13.0,16.0,0.0,32.0,75.0,2.0,2.0,507.0,403.0,42.0,60.0,23.0,193.0,28.0,176.0,76.0,76.0,46000.0,87.0,68.0,70.0,76.0,72.0,71.0,https://sofifa.com/player/186190/patrick-van-aanholt/20/159586,0.11023622047244094,2.015748031496063,31.84251968503937,0.08661417322834646,0.25196850393700787,0.5748031496062992,0.13385826771653545,2.0393700787401574,1.905511811023622,2.5118110236220472,5.834645669291339,1.1811023622047243,0.10236220472440945,1.5196850393700787,0.4117647058823529,0.5571428571428572,0.0,0.0
"frozenset({'van', 'Dijk', 'Virgil'})",Liverpool,Defender,82,4,,0,4199,3.0,60,2.0,124.0,198.0,562.0,334.0,416.0,29.0,2.0,,,8.0,6.0,1.0,14.0,73.0,1.0,0.0,598.0,234.0,401.0,142.0,33.0,324.0,27.0,193.0,90.0,91.0,200000.0,77.0,60.0,70.0,71.0,90.0,86.0,https://sofifa.com/player/203376/virgil-van-dijk/20/159586,0.04878048780487805,0.036585365853658534,51.207317073170735,0.0,0.17073170731707318,0.7317073170731707,0.024390243902439025,1.5121951219512195,2.4146341463414633,6.853658536585366,5.073170731707317,0.35365853658536583,0.0975609756097561,3.951219512195122,0.7384898710865562,0.71875,0.0,0.0
"frozenset({'Jamie', 'Vardy'})",Leicester City,Forward,143,63,289.0,20,2084,199.0,137,127.0,94.0,51.0,39.0,22.0,,,7.0,139.0,44.0,30.0,15.0,2.0,53.0,,,,,,,,,,32.0,179.0,82.0,82.0,115000.0,88.0,81.0,65.0,74.0,55.0,75.0,https://sofifa.com/player/208830/jamie-vardy/20/159586,0.4405594405594406,1.3916083916083917,14.573426573426573,0.13986013986013987,0.3706293706293706,0.958041958041958,0.8881118881118881,0.6573426573426573,0.35664335664335667,0.2727272727272727,0.0,0.0,0.2097902097902098,0.0,0.0,0.0,0.4809688581314879,0.1522491349480969
"frozenset({'Vertonghen', 'Jan'})",Tottenham Hotspur,Defender,187,5,,3,10108,118.0,113,6.0,346.0,380.0,1210.0,608.0,1092.0,126.0,2.0,,,6.0,31.0,0.0,40.0,78.0,5.0,7.0,1074.0,519.0,482.0,236.0,19.0,715.0,32.0,189.0,87.0,87.0,155000.0,63.0,63.0,74.0,72.0,87.0,79.0,https://sofifa.com/player/172871/jan-vertonghen/20/159586,0.026737967914438502,0.6310160427807486,54.05347593582888,0.016042780748663103,0.21390374331550802,0.6042780748663101,0.03208556149732621,1.8502673796791445,2.0320855614973263,6.470588235294118,5.839572192513369,0.6737967914438503,0.03208556149732621,3.823529411764706,0.6713091922005571,0.6741996233521658,0.0,0.0
"frozenset({'Jannik', 'Vestergaard'})",Southampton,Defender,1,0,,0,30,0.0,2,0.0,1.0,1.0,12.0,7.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,7.0,7.0,5.0,0.0,1.0,26.0,199.0,78.0,79.0,51000.0,34.0,49.0,61.0,48.0,80.0,77.0,https://sofifa.com/player/202849/jannik-vestergaard/20/159586,0.0,0.0,30.0,0.0,0.0,2.0,0.0,1.0,1.0,12.0,3.0,0.0,0.0,1.0,0.5833333333333334,0.5625,0.0,0.0
"frozenset({'Vietto', 'Luciano'})",Fulham,Forward,1,0,1.0,0,7,1.0,0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,76.0,,,,,,,,,,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Vokes', 'Sam'})",Burnley,Forward,94,14,117.0,4,1099,9.0,53,35.0,18.0,10.0,49.0,42.0,,,4.0,39.0,6.0,4.0,4.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,0.14893617021276595,0.09574468085106383,11.691489361702128,0.0425531914893617,0.20212765957446807,0.5638297872340425,0.3723404255319149,0.19148936170212766,0.10638297872340426,0.5212765957446809,0.0,0.0,0.0425531914893617,0.0,0.0,0.0,0.3333333333333333,0.05128205128205128
"frozenset({'Michel', 'Vorm'})",Tottenham Hotspur,Goalkeeper,100,0,,0,2259,,2,,,,,,,,,,,,5.0,1.0,,,,7.0,,,,,,482.0,,,,,,,,,,,,,0.0,0.0,22.59,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0
"frozenset({'Matej', 'Vydra'})",Burnley,Forward,24,3,11.0,3,146,7.0,1,5.0,4.0,3.0,1.0,0.0,,,0.0,7.0,1.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.125,0.2916666666666667,6.083333333333333,0.125,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.16666666666666666,0.125,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.6363636363636364,0.09090909090909091
"frozenset({'Theo', 'Walcott'})",Everton,Forward,285,68,542.0,46,4579,858.0,83,135.0,175.0,120.0,74.0,26.0,,,2.0,236.0,65.0,51.0,8.0,0.0,120.0,,,,,,,,,,30.0,176.0,77.0,77.0,71000.0,87.0,72.0,70.0,79.0,39.0,61.0,https://sofifa.com/player/164859/theo-walcott/20/159586,0.23859649122807017,3.0105263157894737,16.066666666666666,0.16140350877192983,0.42105263157894735,0.2912280701754386,0.47368421052631576,0.6140350877192983,0.42105263157894735,0.2596491228070175,0.0,0.0,0.17894736842105263,0.0,0.0,0.0,0.4354243542435424,0.11992619926199262
"frozenset({'Walker', 'Kyle'})",Manchester City,Defender,231,5,,24,11344,634.0,198,15.0,529.0,438.0,735.0,314.0,1273.0,199.0,0.0,,,23.0,37.0,1.0,40.0,78.0,4.0,6.0,1297.0,920.0,373.0,234.0,18.0,656.0,29.0,183.0,84.0,84.0,165000.0,91.0,63.0,76.0,77.0,81.0,81.0,https://sofifa.com/player/188377/kyle-walker/20/159586,0.021645021645021644,2.7445887445887447,49.108225108225106,0.1038961038961039,0.17316017316017315,0.8571428571428571,0.06493506493506493,2.29004329004329,1.896103896103896,3.1818181818181817,5.510822510822511,0.8614718614718615,0.09956709956709957,2.83982683982684,0.6144975288303131,0.5850248082995039,0.0,0.0
"frozenset({'Walker-Peters', 'Kyle'})",Tottenham Hotspur,Defender,3,0,,2,97,9.0,1,0.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,,,2.0,0.0,0.0,0.0,80.0,0.0,0.0,15.0,16.0,2.0,4.0,22.0,3.0,22.0,174.0,74.0,80.0,49000.0,76.0,37.0,66.0,72.0,72.0,66.0,https://sofifa.com/player/227927/kyle-walker-peters/20/159586,0.0,3.0,32.333333333333336,0.6666666666666666,0.0,0.3333333333333333,0.0,1.6666666666666667,1.0,2.0,3.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.4838709677419355,0.0,0.0
"frozenset({'Walters', 'Jonathan'})",Burnley,Forward,233,43,310.0,19,4869,376.0,220,123.0,155.0,99.0,242.0,111.0,,,10.0,118.0,38.0,22.0,26.0,1.0,59.0,,,,,,,,,,,,,,,,,,,,,,0.18454935622317598,1.613733905579399,20.896995708154506,0.0815450643776824,0.2532188841201717,0.944206008583691,0.5278969957081545,0.6652360515021459,0.4248927038626609,1.03862660944206,0.0,0.0,0.0944206008583691,0.0,0.0,0.0,0.38064516129032255,0.12258064516129032
"frozenset({'Aaron', 'Wan-Bissaka'})",Crystal Palace,Defender,8,0,0.0,1,231,21.0,2,0.0,33.0,19.0,40.0,16.0,45.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0,,0.0,61.0,28.0,9.0,11.0,19.0,6.0,,,,,,,,,,,,,0.0,2.625,28.875,0.125,0.0,0.25,0.0,4.125,2.375,5.0,5.625,1.875,0.125,0.75,0.45,0.6853932584269663,0.0,0.0
"frozenset({'Victor', 'Wanyama'})",Tottenham Hotspur,Midfielder,139,9,129.0,3,6554,39.0,244,1.0,372.0,210.0,251.0,129.0,937.0,145.0,3.0,31.0,4.0,5.0,33.0,3.0,29.0,76.0,,4.0,911.0,814.0,266.0,251.0,8.0,379.0,28.0,184.0,78.0,79.0,77000.0,51.0,65.0,67.0,70.0,79.0,82.0,https://sofifa.com/player/188942/victor-wanyama/20/159586,0.06474820143884892,0.2805755395683453,47.15107913669065,0.02158273381294964,0.20863309352517986,1.7553956834532374,0.007194244604316547,2.676258992805755,1.5107913669064748,1.8057553956834533,6.741007194244604,1.0431654676258992,0.03597122302158273,2.726618705035971,0.5145067698259188,0.5281159420289855,0.24031007751937986,0.031007751937984496
"frozenset({'Stephen', 'Ward'})",Burnley,Defender,169,6,,5,5658,446.0,102,23.0,269.0,249.0,590.0,226.0,604.0,64.0,0.0,,,6.0,15.0,1.0,20.0,73.0,3.0,1.0,712.0,516.0,238.0,180.0,20.0,329.0,,,,,,,,,,,,,0.03550295857988166,2.63905325443787,33.4792899408284,0.029585798816568046,0.11834319526627218,0.6035502958579881,0.13609467455621302,1.5917159763313609,1.4733727810650887,3.4911242603550297,3.57396449704142,0.378698224852071,0.03550295857988166,1.9467455621301775,0.569377990430622,0.5798045602605864,0.0,0.0
"frozenset({'James', 'Ward-Prowse'})",Southampton,Midfielder,167,10,156.0,19,4440,686.0,112,2.0,131.0,100.0,125.0,66.0,542.0,30.0,0.0,57.0,9.0,25.0,15.0,1.0,45.0,76.0,,0.0,311.0,539.0,82.0,184.0,27.0,185.0,24.0,173.0,79.0,84.0,53000.0,60.0,71.0,85.0,77.0,62.0,64.0,https://sofifa.com/player/205569/james-ward-prowse/20/159586,0.059880239520958084,4.107784431137724,26.58682634730539,0.11377245508982035,0.2694610778443114,0.6706586826347305,0.011976047904191617,0.7844311377245509,0.5988023952095808,0.7485029940119761,3.245508982035928,0.17964071856287425,0.1497005988023952,1.1077844311377245,0.3082706766917293,0.3658823529411765,0.36538461538461536,0.057692307692307696
"frozenset({'Danny', 'Welbeck'})",Arsenal,Forward,198,41,358.0,19,3705,37.0,109,35.0,223.0,149.0,106.0,58.0,,,12.0,139.0,47.0,22.0,13.0,0.0,95.0,,,,,,,,,,,,75.0,,,,,,,,,,0.20707070707070707,0.18686868686868688,18.71212121212121,0.09595959595959595,0.4797979797979798,0.5505050505050505,0.17676767676767677,1.1262626262626263,0.7525252525252525,0.5353535353535354,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.388268156424581,0.13128491620111732
"frozenset({'Nahki', 'Wells'})",Burnley,Forward,9,0,3.0,0,16,2.0,4,0.0,4.0,0.0,0.0,0.0,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.2222222222222222,1.7777777777777777,0.0,0.1111111111111111,0.4444444444444444,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
"frozenset({'Ashley', 'Westwood'})",Burnley,Midfielder,153,5,104.0,12,6708,419.0,132,0.0,224.0,242.0,177.0,45.0,810.0,20.0,0.0,24.0,2.0,18.0,24.0,0.0,34.0,74.0,,1.0,370.0,411.0,58.0,81.0,33.0,569.0,29.0,174.0,77.0,77.0,38000.0,60.0,60.0,79.0,74.0,74.0,76.0,https://sofifa.com/player/189280/ashley-westwood/20/159586,0.032679738562091505,2.738562091503268,43.84313725490196,0.0784313725490196,0.2222222222222222,0.8627450980392157,0.0,1.4640522875816993,1.5816993464052287,1.1568627450980393,5.294117647058823,0.13071895424836602,0.11764705882352941,3.718954248366013,0.4172661870503597,0.4737516005121639,0.23076923076923078,0.019230769230769232
"frozenset({'Wickham', 'Connor'})",Crystal Palace,Forward,108,18,181.0,5,1946,111.0,140,25.0,92.0,52.0,107.0,61.0,,,4.0,56.0,11.0,4.0,11.0,0.0,55.0,,,,,,,,,,26.0,191.0,70.0,72.0,29000.0,49.0,72.0,61.0,65.0,30.0,71.0,https://sofifa.com/player/191089/connor-wickham/20/159586,0.16666666666666666,1.0277777777777777,18.01851851851852,0.046296296296296294,0.5092592592592593,1.2962962962962963,0.23148148148148148,0.8518518518518519,0.48148148148148145,0.9907407407407407,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.30939226519337015,0.06077348066298342
"frozenset({'Wijnaldum', 'Georginio'})",Liverpool,Midfielder,108,18,155.0,16,4211,49.0,53,13.0,118.0,79.0,67.0,37.0,618.0,123.0,6.0,59.0,9.0,13.0,4.0,0.0,45.0,73.0,,2.0,418.0,439.0,80.0,112.0,24.0,151.0,28.0,175.0,84.0,84.0,140000.0,77.0,73.0,78.0,84.0,76.0,78.0,https://sofifa.com/player/181291/georginio-wijnaldum/20/159586,0.16666666666666666,0.4537037037037037,38.99074074074074,0.14814814814814814,0.4166666666666667,0.49074074074074076,0.12037037037037036,1.0925925925925926,0.7314814814814815,0.6203703703703703,5.722222222222222,1.1388888888888888,0.12037037037037036,1.3981481481481481,0.4166666666666667,0.48774795799299886,0.38064516129032255,0.05806451612903226
"frozenset({'Ndidi', 'Wilfred'})",Leicester City,Midfielder,51,2,74.0,4,2460,12.0,89,2.0,208.0,88.0,151.0,77.0,423.0,47.0,0.0,13.0,1.0,1.0,6.0,2.0,24.0,63.0,,0.0,468.0,412.0,178.0,153.0,8.0,114.0,22.0,183.0,81.0,84.0,74000.0,71.0,62.0,67.0,74.0,83.0,82.0,https://sofifa.com/player/226790/wilfred-ndidi/20/159586,0.0392156862745098,0.23529411764705882,48.23529411764706,0.0784313725490196,0.47058823529411764,1.7450980392156863,0.0392156862745098,4.078431372549019,1.7254901960784315,2.9607843137254903,8.294117647058824,0.9215686274509803,0.0196078431372549,2.235294117647059,0.5377643504531722,0.5318181818181819,0.17567567567567569,0.013513513513513514
"frozenset({'Williams', 'Jonathan'})",Crystal Palace,Midfielder,12,0,6.0,0,107,16.0,2,0.0,8.0,3.0,6.0,1.0,23.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,63.0,,0.0,25.0,22.0,1.0,5.0,6.0,1.0,,,,,,,,,,,,,0.0,1.3333333333333333,8.916666666666666,0.0,0.08333333333333333,0.16666666666666666,0.0,0.6666666666666666,0.25,0.5,1.9166666666666667,0.5833333333333334,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.5319148936170213,0.3333333333333333,0.0
frozenset({'Willian'}),Chelsea,Forward,167,25,259.0,21,5582,666.0,101,18.0,165.0,67.0,34.0,14.0,,,1.0,93.0,9.0,28.0,15.0,1.0,67.0,,,,,,,,,,30.0,175.0,82.0,82.0,140000.0,85.0,78.0,80.0,85.0,49.0,60.0,https://sofifa.com/player/180403/willian-borges-da-silva/20/159586,0.1497005988023952,3.9880239520958085,33.4251497005988,0.12574850299401197,0.40119760479041916,0.6047904191616766,0.10778443113772455,0.9880239520958084,0.40119760479041916,0.20359281437125748,0.0,0.0,0.16766467065868262,0.0,0.0,0.0,0.3590733590733591,0.03474903474903475
"frozenset({'Jack', 'Wilshere'})",West Ham United,Midfielder,167,8,138.0,17,7240,239.0,162,10.0,211.0,147.0,53.0,12.0,882.0,324.0,1.0,49.0,12.0,31.0,34.0,2.0,43.0,74.0,,1.0,882.0,759.0,51.0,59.0,18.0,350.0,27.0,172.0,79.0,79.0,83000.0,64.0,68.0,80.0,81.0,63.0,66.0,https://sofifa.com/player/189461/jack-wilshere/20/159586,0.04790419161676647,1.4311377245508983,43.35329341317365,0.10179640718562874,0.25748502994011974,0.9700598802395209,0.059880239520958084,1.2634730538922156,0.8802395209580839,0.31736526946107785,5.281437125748503,1.9401197604790419,0.18562874251497005,2.095808383233533,0.4636363636363636,0.5374771480804388,0.35507246376811596,0.08695652173913043
"frozenset({'Harry', 'Winks'})",Tottenham Hotspur,Midfielder,37,1,9.0,2,1008,17.0,18,0.0,25.0,16.0,14.0,4.0,89.0,19.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,80.0,,0.0,66.0,60.0,5.0,10.0,12.0,61.0,23.0,176.0,80.0,86.0,82000.0,70.0,58.0,77.0,83.0,71.0,66.0,https://sofifa.com/player/222400/harry-winks/20/159586,0.02702702702702703,0.4594594594594595,27.243243243243242,0.05405405405405406,0.08108108108108109,0.4864864864864865,0.0,0.6756756756756757,0.43243243243243246,0.3783783783783784,2.4054054054054053,0.5135135135135135,0.05405405405405406,1.6486486486486487,0.3333333333333333,0.5238095238095238,0.2222222222222222,0.0
"frozenset({'Chris', 'Wood'})",Burnley,Forward,35,11,47.0,1,477,5.0,24,33.0,7.0,1.0,17.0,13.0,,,3.0,27.0,5.0,0.0,1.0,0.0,5.0,,,,,,,,,,27.0,189.0,77.0,78.0,39000.0,70.0,76.0,59.0,68.0,40.0,79.0,https://sofifa.com/player/192123/chris-wood/20/159586,0.3142857142857143,0.14285714285714285,13.628571428571428,0.02857142857142857,0.14285714285714285,0.6857142857142857,0.9428571428571428,0.2,0.02857142857142857,0.4857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.574468085106383,0.10638297872340426
"frozenset({'Woodburn', 'Ben'})",Sheffield United,Forward,6,0,2.0,0,40,5.0,2,0.0,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.8333333333333334,6.666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Granit', 'Xhaka'})",Arsenal,Midfielder,71,3,100.0,9,5457,129.0,95,1.0,156.0,75.0,98.0,60.0,481.0,37.0,0.0,26.0,0.0,6.0,16.0,2.0,26.0,72.0,,5.0,335.0,304.0,83.0,76.0,26.0,375.0,26.0,185.0,81.0,84.0,94000.0,51.0,67.0,81.0,71.0,69.0,78.0,https://sofifa.com/player/199503/granit-xhaka/20/159586,0.04225352112676056,1.8169014084507042,76.85915492957747,0.1267605633802817,0.36619718309859156,1.3380281690140845,0.014084507042253521,2.1971830985915495,1.056338028169014,1.380281690140845,6.774647887323944,0.5211267605633803,0.08450704225352113,5.28169014084507,0.5220125786163522,0.5242566510172144,0.26,0.0
"frozenset({'Yarmolenko', 'Andriy'})",West Ham United,Forward,1,0,0.0,0,9,2.0,0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,29.0,190.0,79.0,79.0,87000.0,68.0,80.0,78.0,82.0,42.0,70.0,https://sofifa.com/player/194794/andriy-yarmolenko/20/159586,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Yedlin', 'DeAndre'})",Newcastle United,Defender,58,0,,3,1562,114.0,54,9.0,98.0,71.0,183.0,72.0,239.0,51.0,0.0,,,5.0,7.0,0.0,3.0,65.0,2.0,0.0,258.0,236.0,71.0,83.0,23.0,52.0,25.0,172.0,76.0,79.0,32000.0,92.0,51.0,65.0,76.0,71.0,70.0,https://sofifa.com/player/212722/deandre-yedlin/20/159586,0.0,1.9655172413793103,26.93103448275862,0.05172413793103448,0.05172413793103448,0.9310344827586207,0.15517241379310345,1.6896551724137931,1.2241379310344827,3.1551724137931036,4.120689655172414,0.8793103448275862,0.08620689655172414,0.896551724137931,0.461038961038961,0.5222672064777328,0.0,0.0
"frozenset({'Maya', 'Yoshida'})",Southampton,Defender,129,6,,1,5439,39.0,84,1.0,172.0,250.0,711.0,315.0,672.0,12.0,2.0,,,1.0,9.0,1.0,13.0,73.0,8.0,6.0,586.0,341.0,332.0,186.0,21.0,368.0,,,,,,,,,,,,,0.046511627906976744,0.3023255813953488,42.16279069767442,0.007751937984496124,0.10077519379844961,0.6511627906976745,0.007751937984496124,1.3333333333333333,1.937984496124031,5.511627906976744,5.209302325581396,0.09302325581395349,0.007751937984496124,2.852713178294574,0.640926640926641,0.6321467098166127,0.0,0.0
"frozenset({'Ashley', 'Young'})",Manchester United,Defender,327,46,,67,9338,2425.0,346,97.0,466.0,367.0,296.0,86.0,1274.0,294.0,0.0,,,46.0,57.0,1.0,152.0,73.0,1.0,0.0,1470.0,1585.0,111.0,144.0,23.0,537.0,33.0,175.0,77.0,77.0,85000.0,70.0,66.0,74.0,75.0,73.0,71.0,https://sofifa.com/player/152908/ashley-young/20/159586,0.14067278287461774,7.415902140672783,28.5565749235474,0.20489296636085627,0.4648318042813456,1.0581039755351682,0.2966360856269113,1.4250764525993884,1.1223241590214068,0.9051987767584098,3.8960244648318043,0.8990825688073395,0.14067278287461774,1.6422018348623852,0.43529411764705883,0.48117839607201307,0.0,0.0
"frozenset({'Pablo', 'Zabaleta'})",West Ham United,Defender,267,9,,20,10595,579.0,326,18.0,888.0,540.0,855.0,406.0,1125.0,70.0,1.0,,,27.0,62.0,4.0,49.0,74.0,3.0,0.0,1585.0,1179.0,377.0,317.0,17.0,383.0,34.0,178.0,75.0,75.0,57000.0,49.0,56.0,70.0,71.0,79.0,70.0,https://sofifa.com/player/142784/pablo-zabaleta/20/159586,0.033707865168539325,2.168539325842697,39.6816479400749,0.0749063670411985,0.18352059925093633,1.2209737827715357,0.06741573033707865,3.3258426966292136,2.0224719101123596,3.202247191011236,4.213483146067416,0.26217228464419473,0.10112359550561797,1.4344569288389513,0.5432276657060519,0.5734442836468886,0.0,0.0
"frozenset({'Wilfried', 'Zaha'})",Crystal Palace,Forward,144,23,199.0,16,2449,433.0,193,45.0,213.0,95.0,29.0,6.0,,,1.0,74.0,23.0,26.0,21.0,0.0,61.0,,,,,,,,,,26.0,180.0,83.0,85.0,89000.0,91.0,76.0,72.0,88.0,27.0,74.0,https://sofifa.com/player/198717/wilfried-zaha/20/159586,0.1597222222222222,3.0069444444444446,17.006944444444443,0.1111111111111111,0.4236111111111111,1.3402777777777777,0.3125,1.4791666666666667,0.6597222222222222,0.2013888888888889,0.0,0.0,0.18055555555555555,0.0,0.0,0.0,0.37185929648241206,0.11557788944723618
"frozenset({'Zappacosta', 'Davide'})",Chelsea,Defender,22,1,,1,445,84.0,7,5.0,26.0,6.0,20.0,13.0,67.0,14.0,0.0,,,2.0,0.0,0.0,9.0,42.0,0.0,0.0,64.0,68.0,14.0,6.0,20.0,6.0,27.0,182.0,79.0,80.0,94000.0,78.0,66.0,72.0,75.0,76.0,74.0,https://sofifa.com/player/216150/davide-zappacosta/20/159586,0.045454545454545456,3.8181818181818183,20.227272727272727,0.045454545454545456,0.4090909090909091,0.3181818181818182,0.22727272727272727,1.1818181818181819,0.2727272727272727,0.9090909090909091,3.0454545454545454,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.7,0.48484848484848486,0.0,0.0
"frozenset({'Oleksandr', 'Zinchenko'})",Manchester City,Midfielder,8,0,5.0,0,672,10.0,7,2.0,23.0,6.0,7.0,5.0,32.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,70.0,,0.0,43.0,18.0,16.0,3.0,10.0,17.0,22.0,175.0,78.0,85.0,82000.0,71.0,66.0,80.0,79.0,77.0,66.0,https://sofifa.com/player/227813/oleksandr-zinchenko/20/159586,0.0,1.25,84.0,0.0,0.0,0.875,0.25,2.875,0.75,0.875,4.0,0.375,0.0,2.125,0.8421052631578947,0.7049180327868853,0.4,0.0
"frozenset({'Zouma', 'Kurt'})",Everton,Defender,81,2,,2,2145,18.0,36,3.0,105.0,109.0,410.0,224.0,260.0,35.0,2.0,,,2.0,1.0,0.0,8.0,72.0,2.0,1.0,375.0,154.0,205.0,73.0,11.0,143.0,,,,,,,,,,,,,0.024691358024691357,0.2222222222222222,26.48148148148148,0.024691358024691357,0.09876543209876543,0.4444444444444444,0.037037037037037035,1.2962962962962963,1.345679012345679,5.061728395061729,3.2098765432098766,0.43209876543209874,0.024691358024691357,1.7654320987654322,0.737410071942446,0.7088846880907372,0.0,0.0
