name,club,Position,Appearances,Goals,Shots,Assists,Passes,Crosses,Fouls,Offsides,Tackles,Interceptions,Clearances,Headed Clearance,Recoveries,Successful 50/50s,Headed goals,Shots on target,Big chances missed,Big chances created,Yellow cards,Red cards,Blocked shots,Tackle success %,Last man tackles,Errors leading to goal,Duels won,Duels lost,Aerial battles won,Aerial battles lost,Cross accuracy %,Accurate long balls,age,height_cm,overall,potential,wage_eur,pace,shooting,passing,dribbling,defending,physic,player_url,gpg,crosspg,ppg,apg,bspg,fpg,opg,tpg,ipg,clearpg,rpg,ffpg,bcpg,lbpg,aerial_win,duel_win,shot_accuracy,chances_missed
"frozenset({'Jake', 'Hesketh'})",Southampton,Midfielder,2,0,2.0,0,18,1.0,1,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,50.0,,0.0,2.0,4.0,0.0,1.0,1.0,0.0,23.0,168.0,67.0,76.0,14000.0,65.0,53.0,69.0,72.0,40.0,45.0,https://sofifa.com/player/222922/jake-hesketh/20/159586,0.0,0.5,9.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0
"frozenset({'Hoedt', 'Wesley'})",Southampton,Defender,29,0,,1,1363,6.0,22,0.0,62.0,40.0,177.0,84.0,206.0,25.0,0.0,,,1.0,7.0,0.0,3.0,84.0,1.0,2.0,164.0,106.0,62.0,55.0,17.0,143.0,25.0,188.0,75.0,79.0,40000.0,54.0,46.0,59.0,56.0,75.0,74.0,https://sofifa.com/player/216774/wesley-hoedt/20/159586,0.0,0.20689655172413793,47.0,0.034482758620689655,0.10344827586206896,0.7586206896551724,0.0,2.1379310344827585,1.3793103448275863,6.103448275862069,7.103448275862069,0.8620689655172413,0.034482758620689655,4.931034482758621,0.5299145299145299,0.6074074074074074,0.0,0.0
"frozenset({'Holding', 'Rob'})",Arsenal,Defender,21,0,,0,1068,2.0,19,0.0,31.0,31.0,86.0,42.0,109.0,12.0,0.0,,,0.0,6.0,0.0,3.0,74.0,1.0,0.0,104.0,86.0,55.0,39.0,100.0,55.0,23.0,189.0,76.0,83.0,52000.0,60.0,34.0,59.0,64.0,77.0,73.0,https://sofifa.com/player/228295/rob-holding/20/159586,0.0,0.09523809523809523,50.857142857142854,0.0,0.14285714285714285,0.9047619047619048,0.0,1.4761904761904763,1.4761904761904763,4.095238095238095,5.190476190476191,0.5714285714285714,0.0,2.619047619047619,0.5851063829787234,0.5473684210526316,0.0,0.0
"frozenset({'Holgate', 'Mason'})",Everton,Defender,34,0,,1,1139,60.0,24,1.0,65.0,44.0,155.0,90.0,138.0,15.0,0.0,,,4.0,5.0,0.0,2.0,74.0,0.0,1.0,175.0,137.0,68.0,67.0,15.0,81.0,22.0,184.0,75.0,81.0,49000.0,70.0,42.0,66.0,66.0,76.0,71.0,https://sofifa.com/player/225024/mason-holgate/20/159586,0.0,1.7647058823529411,33.5,0.029411764705882353,0.058823529411764705,0.7058823529411765,0.029411764705882353,1.911764705882353,1.2941176470588236,4.5588235294117645,4.0588235294117645,0.4411764705882353,0.11764705882352941,2.3823529411764706,0.5037037037037037,0.5608974358974359,0.0,0.0
"frozenset({'Callum', 'Hudson-Odoi'})",Chelsea,Forward,2,0,2.0,0,16,2.0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,18.0,177.0,74.0,88.0,31000.0,85.0,64.0,67.0,81.0,30.0,60.0,https://sofifa.com/player/240740/callum-hudson-odoi/20/159586,0.0,1.0,8.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
"frozenset({'Pierre-Emile', 'Højbjerg'})",Southampton,Midfielder,45,0,44.0,0,2109,32.0,51,1.0,89.0,70.0,49.0,30.0,327.0,36.0,0.0,10.0,2.0,0.0,8.0,0.0,14.0,67.0,,1.0,227.0,234.0,45.0,40.0,34.0,98.0,23.0,185.0,77.0,82.0,45000.0,61.0,70.0,74.0,75.0,73.0,79.0,https://sofifa.com/player/213648/pierre-emile-hojbjerg/20/159586,0.0,0.7111111111111111,46.86666666666667,0.0,0.3111111111111111,1.1333333333333333,0.022222222222222223,1.9777777777777779,1.5555555555555556,1.0888888888888888,7.266666666666667,0.8,0.0,2.1777777777777776,0.5294117647058824,0.4924078091106291,0.22727272727272727,0.045454545454545456
"frozenset({'Vicente', 'Iborra'})",Leicester City,Midfielder,20,3,14.0,0,874,1.0,19,2.0,23.0,21.0,49.0,30.0,130.0,11.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,78.0,,0.0,84.0,90.0,33.0,34.0,1.0,47.0,,,,,,,,,,,,,0.15,0.05,43.7,0.0,0.05,0.95,0.1,1.15,1.05,2.45,6.5,0.55,0.0,2.35,0.4925373134328358,0.4827586206896552,0.2857142857142857,0.0
"frozenset({'Kelechi', 'Iheanacho'})",Leicester City,Forward,68,15,81.0,7,802,19.0,43,14.0,30.0,6.0,12.0,6.0,,,2.0,30.0,9.0,9.0,3.0,0.0,29.0,,,,,,,,,,22.0,183.0,73.0,80.0,51000.0,78.0,71.0,64.0,75.0,28.0,67.0,https://sofifa.com/player/225719/kelechi-iheanacho/20/159586,0.22058823529411764,0.27941176470588236,11.794117647058824,0.10294117647058823,0.4264705882352941,0.6323529411764706,0.20588235294117646,0.4411764705882353,0.08823529411764706,0.17647058823529413,0.0,0.0,0.1323529411764706,0.0,0.0,0.0,0.37037037037037035,0.1111111111111111
"frozenset({'Alex', 'Iwobi'})",Arsenal,Midfielder,65,8,99.0,10,2401,46.0,21,4.0,46.0,18.0,13.0,6.0,246.0,80.0,1.0,41.0,4.0,11.0,2.0,0.0,30.0,76.0,,0.0,165.0,189.0,9.0,30.0,15.0,53.0,,,,,,,,,,,,,0.12307692307692308,0.7076923076923077,36.93846153846154,0.15384615384615385,0.46153846153846156,0.3230769230769231,0.06153846153846154,0.7076923076923077,0.27692307692307694,0.2,3.7846153846153845,1.2307692307692308,0.16923076923076924,0.8153846153846154,0.23076923076923078,0.4661016949152542,0.41414141414141414,0.04040404040404041
"frozenset({'Izquierdo', 'José'})",Brighton and Hove Albion,Forward,32,5,52.0,3,523,23.0,20,14.0,23.0,16.0,25.0,9.0,,,0.0,16.0,3.0,4.0,2.0,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,0.15625,0.71875,16.34375,0.09375,0.4375,0.625,0.4375,0.71875,0.5,0.78125,0.0,0.0,0.125,0.0,0.0,0.0,0.3076923076923077,0.057692307692307696
"frozenset({'Jagielka', 'Phil'})",Everton,Defender,354,17,,9,14532,130.0,157,3.0,691.0,612.0,2944.0,1060.0,1599.0,35.0,10.0,,,8.0,23.0,2.0,39.0,76.0,24.0,6.0,1794.0,902.0,754.0,476.0,29.0,1818.0,,,,,,,,,,,,,0.0480225988700565,0.3672316384180791,41.05084745762712,0.025423728813559324,0.11016949152542373,0.4435028248587571,0.00847457627118644,1.9519774011299436,1.728813559322034,8.31638418079096,4.516949152542373,0.09887005649717515,0.022598870056497175,5.135593220338983,0.6130081300813008,0.6654302670623146,0.0,0.0
"frozenset({'Alireza', 'Jahanbakhsh'})",Brighton and Hove Albion,Forward,1,0,0.0,0,3,2.0,1,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"frozenset({'Jakupovic', 'Eldin'})",Leicester City,Goalkeeper,28,0,,0,770,,0,,,,,,,,,,,,0.0,0.0,,,,1.0,,,,,,202.0,,,,,,,,,,,,,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.214285714285714,0.0,0.0,0.0,0.0
"frozenset({'Matty', 'James'})",Leicester City,Midfielder,41,0,38.0,1,1255,110.0,34,0.0,61.0,67.0,62.0,31.0,197.0,25.0,0.0,8.0,4.0,3.0,4.0,1.0,14.0,77.0,,0.0,172.0,146.0,62.0,48.0,28.0,57.0,27.0,181.0,68.0,68.0,26000.0,52.0,60.0,69.0,66.0,67.0,65.0,https://sofifa.com/player/186139/matty-james/20/159586,0.0,2.682926829268293,30.609756097560975,0.024390243902439025,0.34146341463414637,0.8292682926829268,0.0,1.4878048780487805,1.6341463414634145,1.5121951219512195,4.804878048780488,0.6097560975609756,0.07317073170731707,1.3902439024390243,0.5636363636363636,0.5408805031446541,0.21052631578947367,0.10526315789473684
"frozenset({'Vincent', 'Janssen'})",Tottenham Hotspur,Forward,28,2,30.0,2,225,10.0,32,8.0,15.0,2.0,2.0,2.0,,,0.0,14.0,5.0,2.0,0.0,0.0,5.0,,,,,,,,,,,,76.0,,,,,,,,,,0.07142857142857142,0.35714285714285715,8.035714285714286,0.07142857142857142,0.17857142857142858,1.1428571428571428,0.2857142857142857,0.5357142857142857,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.4666666666666667,0.16666666666666666
"frozenset({'Raúl', 'Jiménez'})",Wolverhampton Wanderers,Forward,1,1,3.0,0,38,1.0,0,2.0,0.0,2.0,1.0,1.0,,,1.0,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,28.0,188.0,80.0,80.0,99000.0,78.0,78.0,71.0,75.0,47.0,79.0,https://sofifa.com/player/204838/raul-jimenez/20/159586,1.0,1.0,38.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
"frozenset({'João', 'Moutinho'})",Wolverhampton Wanderers,Midfielder,1,0,1.0,0,64,4.0,0,0.0,1.0,0.0,1.0,0.0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,3.0,0.0,1.0,0.0,25.0,5.0,32.0,170.0,84.0,84.0,125000.0,56.0,75.0,85.0,82.0,71.0,67.0,https://sofifa.com/player/162347/joao-filipe-moutinho/20/159586,0.0,4.0,64.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
"frozenset({'Johansen', 'Stefan'})",Fulham,Midfielder,1,0,0.0,0,8,1.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,0.0,3.0,1.0,0.0,1.0,100.0,2.0,28.0,182.0,73.0,73.0,35000.0,68.0,70.0,72.0,73.0,66.0,74.0,https://sofifa.com/player/187043/stefan-johansen/20/159586,0.0,1.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.75,0.0,0.0
frozenset({'Jonny'}),Wolverhampton Wanderers,Defender,1,0,,0,28,2.0,1,0.0,0.0,2.0,1.0,0.0,3.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,0.0,2.0,28.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0
frozenset({'Jorginho'}),Chelsea,Midfielder,1,1,1.0,0,66,0.0,0,0.0,2.0,0.0,5.0,4.0,4.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,,,70.0,,,,,,,,,,1.0,0.0,66.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0
frozenset({'Joselu'}),Newcastle United,Forward,52,9,78.0,2,996,20.0,50,11.0,37.0,18.0,47.0,28.0,,,2.0,34.0,14.0,3.0,3.0,0.0,13.0,,,,,,,,,,,,75.0,,,,,,,,,,0.17307692307692307,0.38461538461538464,19.153846153846153,0.038461538461538464,0.25,0.9615384615384616,0.21153846153846154,0.7115384615384616,0.34615384615384615,0.9038461538461539,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.4358974358974359,0.1794871794871795
"frozenset({'Josh', 'Sims'})",Southampton,Midfielder,13,0,16.0,1,143,11.0,3,2.0,7.0,2.0,1.0,0.0,19.0,11.0,0.0,8.0,1.0,1.0,0.0,0.0,5.0,86.0,,0.0,28.0,36.0,6.0,11.0,18.0,0.0,,,70.0,,,,,,,,,,0.0,0.8461538461538461,11.0,0.07692307692307693,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.07692307692307693,1.4615384615384615,0.8461538461538461,0.07692307692307693,0.0,0.35294117647058826,0.4375,0.5,0.0625
"frozenset({'Kamara', 'Aboubakar'})",Fulham,Forward,1,0,2.0,0,12,1.0,3,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,24.0,177.0,71.0,75.0,25000.0,83.0,68.0,53.0,66.0,30.0,76.0,https://sofifa.com/player/225541/aboubakar-kamara/20/159586,0.0,1.0,12.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
"frozenset({'Harry', 'Kane'})",Tottenham Hotspur,Forward,153,108,598.0,14,3307,146.0,140,129.0,112.0,52.0,100.0,68.0,,,16.0,269.0,67.0,24.0,18.0,0.0,148.0,,,,,,,,,,25.0,188.0,89.0,91.0,220000.0,70.0,91.0,79.0,81.0,47.0,83.0,https://sofifa.com/player/202126/harry-kane/20/159586,0.7058823529411765,0.954248366013072,21.61437908496732,0.0915032679738562,0.9673202614379085,0.9150326797385621,0.8431372549019608,0.7320261437908496,0.33986928104575165,0.6535947712418301,0.0,0.0,0.1568627450980392,0.0,0.0,0.0,0.4498327759197324,0.11204013377926421
"frozenset({'Kanté', ""N'Golo""})",Chelsea,Midfielder,107,4,74.0,6,5774,41.0,137,1.0,416.0,325.0,126.0,51.0,917.0,130.0,0.0,18.0,2.0,10.0,15.0,0.0,27.0,68.0,,0.0,667.0,580.0,75.0,130.0,20.0,288.0,28.0,168.0,89.0,90.0,235000.0,78.0,65.0,77.0,81.0,87.0,83.0,https://sofifa.com/player/215914/ngolo-kante/20/159586,0.037383177570093455,0.38317757009345793,53.96261682242991,0.056074766355140186,0.2523364485981308,1.280373831775701,0.009345794392523364,3.8878504672897196,3.0373831775700935,1.1775700934579438,8.570093457943925,1.2149532710280373,0.09345794392523364,2.691588785046729,0.36585365853658536,0.5348837209302325,0.24324324324324326,0.02702702702702703
"frozenset({'Loris', 'Karius'})",Liverpool,Goalkeeper,29,0,,0,789,,2,,,,,,,,,,,,1.0,0.0,,,,2.0,,,,,,124.0,,,,,,,,,,,,,0.0,0.0,27.20689655172414,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.275862068965517,0.0,0.0,0.0,0.0
"frozenset({'Beram', 'Kayal'})",Brighton and Hove Albion,Midfielder,19,0,4.0,0,227,5.0,15,1.0,18.0,12.0,8.0,2.0,54.0,,0.0,1.0,0.0,1.0,2.0,0.0,1.0,61.0,,0.0,46.0,54.0,8.0,8.0,40.0,8.0,,,,,,,,,,,,,0.0,0.2631578947368421,11.947368421052632,0.0,0.05263157894736842,0.7894736842105263,0.05263157894736842,0.9473684210526315,0.631578947368421,0.42105263157894735,2.8421052631578947,0.0,0.05263157894736842,0.42105263157894735,0.5,0.46,0.25,0.0
"frozenset({'Keane', 'Michael'})",Everton,Defender,88,2,,4,2977,7.0,40,5.0,83.0,160.0,643.0,444.0,363.0,15.0,1.0,,,4.0,8.0,0.0,12.0,78.0,1.0,0.0,483.0,293.0,364.0,200.0,29.0,283.0,26.0,191.0,80.0,83.0,80000.0,60.0,49.0,62.0,66.0,80.0,79.0,https://sofifa.com/player/207599/michael-keane/20/159586,0.022727272727272728,0.07954545454545454,33.82954545454545,0.045454545454545456,0.13636363636363635,0.45454545454545453,0.056818181818181816,0.9431818181818182,1.8181818181818181,7.306818181818182,4.125,0.17045454545454544,0.045454545454545456,3.215909090909091,0.6453900709219859,0.6224226804123711,0.0,0.0
"frozenset({'Naby', 'Keita'})",Liverpool,Midfielder,1,0,1.0,0,68,0.0,0,0.0,1.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,0.0,4.0,3.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,2.0,0.0,1.0,1.0,0.5714285714285714,0.0,0.0
"frozenset({'Kelly', 'Martin'})",Crystal Palace,Defender,121,0,,4,2893,188.0,103,1.0,291.0,126.0,482.0,238.0,396.0,27.0,0.0,,,1.0,12.0,0.0,8.0,75.0,1.0,5.0,528.0,421.0,172.0,141.0,15.0,134.0,29.0,191.0,75.0,76.0,44000.0,50.0,44.0,60.0,61.0,75.0,71.0,https://sofifa.com/player/184037/martin-kelly/20/159586,0.0,1.5537190082644627,23.90909090909091,0.03305785123966942,0.06611570247933884,0.8512396694214877,0.008264462809917356,2.4049586776859506,1.0413223140495869,3.9834710743801653,3.272727272727273,0.2231404958677686,0.008264462809917356,1.1074380165289257,0.549520766773163,0.5563751317175974,0.0,0.0
frozenset({'Kenedy'}),Newcastle United,Midfielder,29,3,40.0,2,699,54.0,23,2.0,49.0,35.0,15.0,6.0,144.0,49.0,0.0,8.0,2.0,3.0,1.0,0.0,17.0,51.0,,0.0,141.0,160.0,9.0,27.0,22.0,16.0,,,,,,,,,,,,,0.10344827586206896,1.8620689655172413,24.103448275862068,0.06896551724137931,0.5862068965517241,0.7931034482758621,0.06896551724137931,1.6896551724137931,1.206896551724138,0.5172413793103449,4.9655172413793105,1.6896551724137931,0.10344827586206896,0.5517241379310345,0.25,0.4684385382059801,0.2,0.05
"frozenset({'Jonjoe', 'Kenny'})",Everton,Defender,21,0,,1,618,50.0,18,0.0,42.0,29.0,77.0,42.0,87.0,6.0,0.0,,,2.0,2.0,0.0,2.0,81.0,0.0,0.0,91.0,79.0,39.0,32.0,24.0,50.0,,,,,,,,,,,,,0.0,2.380952380952381,29.428571428571427,0.047619047619047616,0.09523809523809523,0.8571428571428571,0.0,2.0,1.380952380952381,3.6666666666666665,4.142857142857143,0.2857142857142857,0.09523809523809523,2.380952380952381,0.5492957746478874,0.5352941176470588,0.0,0.0
"frozenset({'Ki', 'Sung-yueng'})",Newcastle United,Midfielder,166,15,159.0,8,7232,167.0,117,10.0,201.0,198.0,187.0,92.0,792.0,77.0,2.0,55.0,7.0,9.0,19.0,0.0,39.0,77.0,,0.0,548.0,505.0,117.0,139.0,32.0,555.0,,,,,,,,,,,,,0.09036144578313253,1.0060240963855422,43.566265060240966,0.04819277108433735,0.23493975903614459,0.7048192771084337,0.060240963855421686,1.2108433734939759,1.1927710843373494,1.1265060240963856,4.771084337349397,0.463855421686747,0.05421686746987952,3.3433734939759034,0.45703125,0.5204178537511871,0.34591194968553457,0.0440251572327044
"frozenset({'Knockaert', 'Anthony'})",Brighton and Hove Albion,Midfielder,43,3,55.0,1,1138,139.0,28,8.0,49.0,28.0,14.0,6.0,197.0,72.0,0.0,13.0,5.0,3.0,4.0,1.0,17.0,69.0,,0.0,168.0,176.0,18.0,21.0,19.0,49.0,,,74.0,,,,,,,,,,0.06976744186046512,3.2325581395348837,26.46511627906977,0.023255813953488372,0.3953488372093023,0.6511627906976745,0.18604651162790697,1.1395348837209303,0.6511627906976745,0.32558139534883723,4.5813953488372094,1.6744186046511629,0.06976744186046512,1.1395348837209303,0.46153846153846156,0.4883720930232558,0.23636363636363636,0.09090909090909091
"frozenset({'Sead', 'Kolasinac'})",Arsenal,Defender,27,2,,4,1268,42.0,32,1.0,49.0,26.0,53.0,27.0,134.0,12.0,0.0,,,6.0,3.0,0.0,7.0,76.0,0.0,0.0,118.0,107.0,47.0,32.0,14.0,25.0,,,,,,,,,,,,,0.07407407407407407,1.5555555555555556,46.96296296296296,0.14814814814814814,0.25925925925925924,1.1851851851851851,0.037037037037037035,1.8148148148148149,0.9629629629629629,1.962962962962963,4.962962962962963,0.4444444444444444,0.2222222222222222,0.9259259259259259,0.5949367088607594,0.5244444444444445,0.0,0.0
"frozenset({'Vincent', 'Kompany'})",Manchester City,Defender,248,17,,8,12416,26.0,304,1.0,534.0,505.0,1485.0,549.0,1396.0,95.0,10.0,,,11.0,53.0,3.0,39.0,76.0,7.0,2.0,1181.0,730.0,445.0,206.0,27.0,1001.0,,,,,,,,,,,,,0.06854838709677419,0.10483870967741936,50.064516129032256,0.03225806451612903,0.15725806451612903,1.2258064516129032,0.004032258064516129,2.153225806451613,2.036290322580645,5.987903225806452,5.629032258064516,0.38306451612903225,0.04435483870967742,4.036290322580645,0.6835637480798771,0.6180010465724751,0.0,0.0
"frozenset({'Koscielny', 'Laurent'})",Arsenal,Defender,238,19,,2,11127,35.0,192,9.0,413.0,667.0,1414.0,648.0,1431.0,48.0,7.0,,,3.0,31.0,5.0,15.0,71.0,22.0,3.0,1265.0,791.0,639.0,448.0,20.0,627.0,,,,,,,,,,,,,0.07983193277310924,0.14705882352941177,46.752100840336134,0.008403361344537815,0.06302521008403361,0.8067226890756303,0.037815126050420166,1.7352941176470589,2.802521008403361,5.9411764705882355,6.012605042016807,0.20168067226890757,0.012605042016806723,2.634453781512605,0.5878564857405704,0.6152723735408561,0.0,0.0
"frozenset({'Kouyaté', 'Cheikhou'})",Crystal Palace,Midfielder,130,12,123.0,7,4152,79.0,173,11.0,320.0,249.0,319.0,207.0,777.0,96.0,5.0,42.0,8.0,2.0,18.0,1.0,25.0,71.0,,1.0,956.0,762.0,389.0,285.0,18.0,130.0,29.0,189.0,76.0,76.0,46000.0,69.0,65.0,61.0,69.0,76.0,85.0,https://sofifa.com/player/186801/cheikhou-kouyate/20/159586,0.09230769230769231,0.6076923076923076,31.93846153846154,0.05384615384615385,0.19230769230769232,1.3307692307692307,0.08461538461538462,2.4615384615384617,1.9153846153846155,2.453846153846154,5.976923076923077,0.7384615384615385,0.015384615384615385,1.0,0.5771513353115727,0.5564610011641443,0.34146341463414637,0.06504065040650407
"frozenset({'Alexandre', 'Lacazette'})",Arsenal,Forward,33,14,70.0,4,729,18.0,30,23.0,25.0,7.0,4.0,1.0,,,2.0,35.0,14.0,5.0,1.0,0.0,17.0,,,,,,,,,,28.0,175.0,86.0,86.0,165000.0,82.0,85.0,75.0,86.0,40.0,74.0,https://sofifa.com/player/193301/alexandre-lacazette/20/159586,0.42424242424242425,0.5454545454545454,22.09090909090909,0.12121212121212122,0.5151515151515151,0.9090909090909091,0.696969696969697,0.7575757575757576,0.21212121212121213,0.12121212121212122,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.5,0.2
"frozenset({'Adam', 'Lallana'})",Liverpool,Midfielder,168,29,264.0,27,5808,478.0,131,56.0,287.0,155.0,119.0,44.0,779.0,198.0,1.0,93.0,24.0,24.0,15.0,0.0,87.0,78.0,,0.0,806.0,994.0,105.0,219.0,20.0,137.0,31.0,178.0,79.0,79.0,89000.0,67.0,71.0,79.0,82.0,62.0,65.0,https://sofifa.com/player/180819/adam-lallana/20/159586,0.17261904761904762,2.8452380952380953,34.57142857142857,0.16071428571428573,0.5178571428571429,0.7797619047619048,0.3333333333333333,1.7083333333333333,0.9226190476190477,0.7083333333333334,4.636904761904762,1.1785714285714286,0.14285714285714285,0.8154761904761905,0.32407407407407407,0.4477777777777778,0.3522727272727273,0.09090909090909091
"frozenset({'Lamela', 'Erik'})",Tottenham Hotspur,Midfielder,110,10,143.0,20,3049,297.0,158,26.0,206.0,88.0,22.0,11.0,412.0,142.0,1.0,47.0,11.0,24.0,21.0,0.0,52.0,73.0,,0.0,488.0,664.0,28.0,91.0,28.0,65.0,27.0,184.0,80.0,80.0,94000.0,75.0,77.0,79.0,82.0,51.0,72.0,https://sofifa.com/player/170368/erik-lamela/20/159586,0.09090909090909091,2.7,27.71818181818182,0.18181818181818182,0.4727272727272727,1.4363636363636363,0.23636363636363636,1.8727272727272728,0.8,0.2,3.7454545454545456,1.290909090909091,0.21818181818181817,0.5909090909090909,0.23529411764705882,0.4236111111111111,0.32867132867132864,0.07692307692307693
"frozenset({'Manuel', 'Lanzini'})",West Ham United,Midfielder,88,19,161.0,10,3888,198.0,39,16.0,97.0,99.0,20.0,4.0,553.0,210.0,0.0,50.0,8.0,14.0,16.0,0.0,43.0,69.0,,1.0,419.0,386.0,11.0,35.0,24.0,102.0,26.0,167.0,80.0,82.0,88000.0,77.0,72.0,78.0,85.0,32.0,50.0,https://sofifa.com/player/188988/manuel-lanzini/20/159586,0.2159090909090909,2.25,44.18181818181818,0.11363636363636363,0.48863636363636365,0.4431818181818182,0.18181818181818182,1.1022727272727273,1.125,0.22727272727272727,6.284090909090909,2.3863636363636362,0.1590909090909091,1.1590909090909092,0.2391304347826087,0.5204968944099378,0.3105590062111801,0.049689440993788817
"frozenset({'Laporte', 'Aymeric'})",Manchester City,Defender,10,0,,0,870,3.0,12,0.0,8.0,13.0,30.0,18.0,92.0,3.0,0.0,,,0.0,1.0,0.0,3.0,88.0,0.0,0.0,40.0,27.0,24.0,10.0,33.0,47.0,25.0,189.0,87.0,90.0,195000.0,64.0,50.0,71.0,68.0,88.0,82.0,https://sofifa.com/player/212218/aymeric-laporte/20/159586,0.0,0.3,87.0,0.0,0.3,1.2,0.0,0.8,1.3,3.0,9.2,0.3,0.0,4.7,0.7058823529411765,0.5970149253731343,0.0,0.0
"frozenset({'Lascelles', 'Jamaal'})",Newcastle United,Defender,51,5,,0,1718,3.0,28,0.0,45.0,59.0,311.0,189.0,241.0,8.0,5.0,,,0.0,6.0,1.0,0.0,60.0,3.0,1.0,244.0,121.0,175.0,75.0,3.0,107.0,25.0,188.0,78.0,82.0,37000.0,59.0,28.0,51.0,57.0,78.0,80.0,https://sofifa.com/player/203487/jamaal-lascelles/20/159586,0.09803921568627451,0.058823529411764705,33.68627450980392,0.0,0.0,0.5490196078431373,0.0,0.8823529411764706,1.1568627450980393,6.098039215686274,4.7254901960784315,0.1568627450980392,0.0,2.0980392156862746,0.7,0.6684931506849315,0.0,0.0
"frozenset({'Le', 'Maxime', 'Marchand'})",Fulham,Defender,1,0,,0,84,0.0,1,0.0,3.0,1.0,6.0,1.0,9.0,,0.0,,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,8.0,3.0,4.0,2.0,0.0,7.0,29.0,185.0,73.0,73.0,32000.0,68.0,38.0,66.0,66.0,73.0,73.0,https://sofifa.com/player/192725/maxime-le-marchand/20/159586,0.0,0.0,84.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,9.0,0.0,0.0,7.0,0.6666666666666666,0.7272727272727273,0.0,0.0
"frozenset({'Florian', 'Lejeune'})",Newcastle United,Defender,24,0,,2,1071,4.0,17,2.0,33.0,46.0,146.0,81.0,128.0,12.0,0.0,,,2.0,3.0,0.0,4.0,61.0,1.0,0.0,141.0,89.0,83.0,51.0,4.0,108.0,28.0,189.0,78.0,80.0,41000.0,49.0,57.0,61.0,65.0,78.0,79.0,https://sofifa.com/player/197948/florian-lejeune/20/159586,0.0,0.16666666666666666,44.625,0.08333333333333333,0.16666666666666666,0.7083333333333334,0.08333333333333333,1.375,1.9166666666666667,6.083333333333333,5.333333333333333,0.5,0.08333333333333333,4.5,0.6194029850746269,0.6130434782608696,0.0,0.0
